BX = 000 Event : 1
1 0 0110000|011|0010 0x1832
2 0 0111100|111|0011 0x1E73
3 0 0000010|010|0010 0x0122
3 1 0000011|110|0010 0x01E2
3 2 0000111|011|0101 0x03B5
3 3 0100111|001|0001 0x1391
4 0 0001001|111|0001 0x04F1
4 1 0101011|110|0001 0x15E1
4 2 0101100|011|0001 0x1631
4 3 0101110|010|0111 0x1727
5 0 0001111|001|0000 0x0790
6 0 0011000|011|0000 0x0C30
6 1 0011101|111|0010 0x0EF2
6 2 0011110|111|0001 0x0F71
7 0 0100011|010|0111 0x11A7
BX = 001 Event : 2
1 0 0110001|010|0100 0x18A4
2 0 0110110|100|0011 0x1B43
3 0 0000011|100|0111 0x01C7
3 1 0000101|000|0111 0x0287
3 2 0100100|110|0100 0x1264
3 3 0100101|111|0100 0x12F4
4 0 0000111|100|0000 0x03C0
4 1 0101011|011|0011 0x15B3
5 0 0010000|010|0000 0x0820
7 0 0011110|000|0111 0x0F07
7 1 0011111|010|0111 0x0FA7
7 2 0100000|101|0111 0x1057
7 3 0100001|001|0111 0x1097
BX = 010 Event : 3
0 0 0100101|110|0010 0x12E2
0 1 0100110|110|0011 0x1363
1 0 0100111|110|0010 0x13E2
3 0 0000011|100|0001 0x01C1
3 1 0011110|100|0001 0x0F41
3 2 0100000|110|0101 0x1065
4 0 0010101|100|0110 0x0AC6
4 1 0010110|100|0111 0x0B47
4 2 0010111|101|0111 0x0BD7
4 3 0100001|101|0111 0x10D7
5 0 0011000|100|0001 0x0C41
5 1 0011001|001|0010 0x0C92
BX = 011 Event : 4
1 0 0101110|000|0110 0x1706
1 1 0101111|101|0101 0x17D5
2 0 0110000|101|0001 0x1851
2 1 0110011|101|0011 0x19D3
2 2 0110110|111|0101 0x1B75
4 0 0000111|110|0011 0x03E3
4 1 0100000|110|0011 0x1063
6 0 0010100|111|0001 0x0A71
6 1 0010101|001|0001 0x0A91
7 0 0011010|010|0000 0x0D20
BX = 100 Event : 5
0 0 0110110|110|0101 0x1B65
0 1 0110111|101|0101 0x1BD5
2 0 0101011|101|0111 0x15D7
2 1 0111100|100|0011 0x1E43
3 0 0000101|100|0100 0x02C4
4 0 0001101|011|0000 0x06B0
4 1 0001111|110|0011 0x07E3
4 2 0010000|000|0101 0x0805
4 3 0010001|101|0111 0x08D7
4 4 0101110|001|0001 0x1711
4 5 0110000|101|0011 0x1853
4 6 0110001|101|0101 0x18D5
4 7 0110010|100|0101 0x1945
6 0 0011110|011|0001 0x0F31
6 1 0011111|100|0001 0x0FC1
6 2 0100000|111|0001 0x1071
6 3 0100101|110|0011 0x12E3
6 4 0100110|100|0011 0x1343
6 5 0100111|101|0101 0x13D5
7 0 0101010|110|0100 0x1564
BX = 101 Event : 6
1 0 0110111|110|0010 0x1BE2
1 1 0111000|111|0010 0x1C72
1 2 0111010|011|0100 0x1D34
1 3 0111100|010|0110 0x1E26
2 0 1000001|011|0010 0x20B2
3 0 0001010|011|0011 0x0533
3 1 0010110|111|0110 0x0B76
3 2 0101101|000|0100 0x1684
3 3 0101111|101|0100 0x17D4
3 4 0110001|100|0100 0x18C4
3 5 0110011|000|0100 0x1984
3 6 0110100|110|0110 0x1A66
4 0 0011101|011|0111 0x0EB7
4 1 0011110|001|0111 0x0F17
4 2 0110101|001|0010 0x1A92
5 0 0100001|001|0010 0x1092
5 1 0100010|000|0101 0x1105
BX = 110 Event : 7
0 0 0010101|010|0011 0x0AA3
0 1 0010110|110|0011 0x0B63
1 0 0011000|101|0110 0x0C56
3 0 0010000|100|0110 0x0846
3 1 0010001|010|0110 0x08A6
3 2 0010010|101|0111 0x0957
4 0 0001001|011|0101 0x04B5
4 1 0001010|011|0110 0x0536
5 0 0001011|100|0001 0x05C1
7 0 0001111|010|0111 0x07A7
BX = 111 Event : 8
2 0 0110011|010|0001 0x19A1
2 1 0110100|011|0110 0x1A36
2 2 0110101|101|0110 0x1AD6
3 0 0000011|111|0010 0x01F2
3 1 0100000|110|0000 0x1060
3 2 0100001|111|0010 0x10F2
4 0 0100101|110|0001 0x12E1
4 1 0100110|000|0011 0x1303
5 0 0010110|111|0110 0x0B76
5 1 0010111|101|0111 0x0BD7
6 0 0011001|011|0011 0x0CB3
BX = 000 Event : 9
0 0 0111001|110|0000 0x1CE0
0 1 0111010|100|0000 0x1D40
2 0 1001000|011|0011 0x2433
3 0 0000011|011|0110 0x01B6
4 0 0001100|111|0111 0x0677
4 1 0110011|110|0111 0x19E7
5 0 0001101|101|0001 0x06D1
5 1 0001111|001|0001 0x0791
5 2 0010011|110|0011 0x09E3
5 3 0010100|110|0011 0x0A63
5 4 0110110|001|0000 0x1B10
6 0 0011101|001|0000 0x0E90
6 1 0100101|101|0101 0x12D5
6 2 0100110|101|0111 0x1357
6 3 0100111|101|0111 0x13D7
7 0 0101010|000|0100 0x1504
BX = 001 Event : 10
1 0 0101000|001|0000 0x1410
1 1 0101001|100|0000 0x14C0
1 2 0101010|001|0100 0x1514
2 0 0000000|010|0111 0x0027
2 1 0101100|111|0001 0x1671
2 2 0110000|110|0101 0x1865
3 0 0100011|011|0110 0x11B6
3 1 0100100|101|0111 0x1257
5 0 0001101|110|0010 0x06E2
5 1 0001111|011|0101 0x07B5
6 0 0011000|100|0111 0x0C47
7 0 0011011|110|0111 0x0DE7
BX = 010 Event : 11
0 0 0111000|100|0011 0x1C43
0 1 0111010|001|0101 0x1D15
0 2 0111110|100|0101 0x1F45
3 0 0000001|110|0001 0x00E1
3 1 0000110|110|0110 0x0366
3 2 0001010|010|0111 0x0527
3 3 0101001|101|0001 0x14D1
3 4 0101110|010|0111 0x1727
4 0 0101111|000|0000 0x1780
4 1 0110000|010|0001 0x1821
4 2 0110001|010|0001 0x18A1
4 3 0110010|011|0010 0x1932
6 0 0011110|101|0010 0x0F52
7 0 0100000|011|0010 0x1032
7 1 0100011|010|0010 0x11A2
BX = 011 Event : 12
0 0 0101001|001|0000 0x1490
0 1 0101011|101|0010 0x15D2
0 2 0101101|101|0101 0x16D5
1 0 0110000|111|0000 0x1870
1 1 0110001|001|0000 0x1890
1 2 0110100|000|0100 0x1A04
1 3 0110110|010|0100 0x1B24
1 4 0110111|100|0110 0x1BC6
3 0 0011110|001|0001 0x0F11
3 1 0100100|111|0111 0x1277
4 0 0100101|101|0011 0x12D3
4 1 0100110|001|0110 0x1316
4 2 0100111|000|0110 0x1386
4 3 0101000|100|0110 0x1446
5 0 0001100|110|0010 0x0662
5 1 0001110|110|0010 0x0762
5 2 0001111|010|0011 0x07A3
5 3 0010000|100|0011 0x0843
5 4 0010011|000|0100 0x0984
5 5 0010100|000|0100 0x0A04
6 0 0010110|011|0000 0x0B30
6 1 0011011|001|0111 0x0D97
BX = 100 Event : 13
0 0 0111101|001|0000 0x1E90
2 0 0101111|101|0111 0x17D7
3 0 0000100|011|0011 0x0233
3 1 0000110|111|0100 0x0374
3 2 0001001|010|0100 0x04A4
3 3 0110001|101|0000 0x18D0
3 4 0110011|101|0001 0x19D1
3 5 0111010|110|0100 0x1D64
3 6 0111011|010|0111 0x1DA7
4 0 0011011|001|0011 0x0D93
4 1 0011100|010|0110 0x0E26
5 0 0100100|111|0011 0x1273
BX = 101 Event : 14
1 0 0101010|101|0010 0x1552
1 1 0101011|101|0010 0x15D2
2 0 0110011|101|0110 0x19D6
2 1 0110100|101|0110 0x1A56
3 0 0100011|110|0010 0x11E2
4 0 0001011|101|0000 0x05D0
4 1 0100100|000|0000 0x1200
4 2 0100101|101|0000 0x12D0
4 3 0100110|010|0000 0x1320
BX = 110 Event : 15
1 0 0101001|110|0000 0x14E0
1 1 0101010|011|0000 0x1530
1 2 0101100|010|0010 0x1622
2 0 0100001|110|0111 0x10E7
2 1 0110010|010|0110 0x1926
4 0 0000110|010|0001 0x0321
4 1 0100100|101|0111 0x1257
4 2 0100101|001|0111 0x1297
5 0 0010010|011|0100 0x0934
6 0 0010110|011|0000 0x0B30
6 1 0011001|011|0101 0x0CB5
7 0 0011110|101|0100 0x0F54
BX = 111 Event : 16
0 0 1001100|111|0111 0x2677
1 0 1001110|101|0100 0x2754
1 1 1010001|110|0111 0x28E7
3 0 0000100|010|0000 0x0220
3 1 0010001|010|0100 0x08A4
3 2 0010010|010|0100 0x0924
3 3 0010011|001|0100 0x0994
3 4 0010100|100|0101 0x0A45
3 5 0010110|101|0110 0x0B56
3 6 0111000|110|0000 0x1C60
3 7 0111101|111|0011 0x1EF3
3 8 0111110|101|0100 0x1F54
3 9 0111111|111|0110 0x1FF6
4 0 0011010|011|0011 0x0D33
4 1 1000001|101|0000 0x20D0
5 0 0011110|101|0000 0x0F50
5 1 0100010|100|0010 0x1142
5 2 1000110|000|0000 0x2300
5 3 1000111|000|0000 0x2380
5 4 1001001|100|0000 0x24C0
6 0 0101010|001|0101 0x1515
7 0 0110100|010|0100 0x1A24
BX = 000 Event : 17
1 0 0100001|011|0101 0x10B5
1 1 0100010|100|0101 0x1145
2 0 0010100|100|0111 0x0A47
2 1 0101001|100|0001 0x14C1
2 2 0101011|111|0101 0x15F5
2 3 0101101|011|0110 0x16B6
4 0 0000101|110|0000 0x02E0
4 1 0011010|101|0000 0x0D50
4 2 0011011|001|0101 0x0D95
BX = 001 Event : 18
0 0 0011100|101|0111 0x0E57
1 0 0011110|000|0010 0x0F02
1 1 0100000|111|0110 0x1076
2 0 0100001|100|0001 0x10C1
2 1 0100010|000|0001 0x1101
2 2 0101000|001|0100 0x1414
2 3 0101001|000|0100 0x1484
2 4 0101011|011|0101 0x15B5
4 0 0000111|010|0111 0x03A7
4 1 0010100|101|0010 0x0A52
4 2 0010101|000|0100 0x0A84
4 3 0010111|000|0110 0x0B86
4 4 0011000|011|0111 0x0C37
BX = 010 Event : 19
0 0 0110111|011|0010 0x1BB2
3 0 0100011|011|0011 0x11B3
3 1 0100101|100|0100 0x12C4
3 2 0100110|001|0100 0x1314
3 3 0100111|101|0100 0x13D4
3 4 0101000|100|0101 0x1445
3 5 0101001|101|0101 0x14D5
3 6 0101010|011|0101 0x1535
3 7 0101011|101|0110 0x15D6
3 8 0101100|100|0110 0x1646
3 9 0101101|100|0110 0x16C6
3 a 0101110|000|0111 0x1707
4 0 0001001|100|0010 0x04C2
4 1 0101111|101|0000 0x17D0
4 2 0110100|101|0110 0x1A56
5 0 0010110|111|0100 0x0B74
5 1 0110110|110|0000 0x1B60
6 0 0011100|100|0101 0x0E45
BX = 011 Event : 20
0 0 0101001|110|0011 0x14E3
2 0 0101011|100|0001 0x15C1
4 0 0001001|000|0110 0x0486
4 1 0100011|100|0110 0x11C6
5 0 0001111|011|0010 0x07B2
5 1 0010001|100|0100 0x08C4
6 0 0010100|011|0011 0x0A33
7 0 0011001|010|0010 0x0CA2
7 1 0011100|010|0100 0x0E24
BX = 100 Event : 21
3 0 0100100|100|0001 0x1241
3 1 0100101|100|0001 0x12C1
4 0 0001100|001|0111 0x0617
4 1 0101001|100|0000 0x14C0
4 2 0101011|011|0010 0x15B2
4 3 0101100|011|0010 0x1632
4 4 0101111|100|0111 0x17C7
5 0 0001101|111|0010 0x06F2
5 1 0010000|011|0010 0x0832
