BX = 000 Event : 1
0 0 0101111|011|0011 0x17B3
1 0 0110111|110|0100 0x1BE4
1 1 0111000|010|0100 0x1C24
2 0 0111010|011|0000 0x1D30
2 1 0111101|101|0100 0x1ED4
3 0 0000110|101|0101 0x0355
5 0 0011001|000|0111 0x0C87
5 1 0011010|111|0111 0x0D77
BX = 001 Event : 2
2 0 0110111|111|0011 0x1BF3
2 1 0111000|011|0011 0x1C33
4 0 0000110|001|0000 0x0310
5 0 0010001|011|0011 0x08B3
5 1 0010011|010|0100 0x09A4
6 0 0011010|010|0011 0x0D23
7 0 0100010|011|0111 0x1137
BX = 010 Event : 3
0 0 0100011|001|0000 0x1190
2 0 0000000|001|0111 0x0017
3 0 0000001|001|0000 0x0090
3 1 0000010|110|0000 0x0160
3 2 0000100|110|0010 0x0262
3 3 0000101|101|0011 0x02D3
3 4 0001100|000|0110 0x0606
3 5 0001110|100|0111 0x0747
3 6 0001111|100|0111 0x07C7
3 7 0010000|000|0111 0x0807
4 0 0010001|101|0010 0x08D2
6 0 0011011|111|0011 0x0DF3
6 1 0011100|111|0101 0x0E75
BX = 011 Event : 4
0 0 0100011|000|0000 0x1180
2 0 0110001|001|0001 0x1891
2 1 0110010|110|0001 0x1961
3 0 0000010|000|0100 0x0104
3 1 0000011|001|0100 0x0194
3 2 0000100|110|0100 0x0264
4 0 0000101|110|0000 0x02E0
5 0 0010011|001|0111 0x0997
6 0 0011000|101|0101 0x0C55
6 1 0011001|110|0111 0x0CE7
BX = 100 Event : 5
1 0 0111000|110|0000 0x1C60
2 0 0111110|011|0110 0x1F36
3 0 0000001|100|0001 0x00C1
3 1 0000010|011|0001 0x0131
3 2 0000100|111|0100 0x0274
3 3 0000110|011|0101 0x0335
4 0 0001001|001|0000 0x0490
4 1 0001010|100|0000 0x0540
4 2 0001011|000|0000 0x0580
5 0 0011011|101|0111 0x0DD7
5 1 0011100|011|0111 0x0E37
6 0 0100011|111|0001 0x11F1
6 1 0100100|111|0010 0x1272
BX = 101 Event : 6
1 0 0111110|010|0111 0x1F27
2 0 0000001|101|0111 0x00D7
2 1 0000011|111|0111 0x01F7
2 2 1000011|110|0100 0x21E4
2 3 1000110|001|0110 0x2316
3 0 0000111|011|0001 0x03B1
3 1 0001110|100|0100 0x0744
3 2 0010001|011|0110 0x08B6
3 3 0010010|000|0110 0x0906
3 4 0010101|000|0110 0x0A86
3 5 0010111|011|0110 0x0BB6
3 6 0011010|011|0111 0x0D37
4 0 0011111|010|0111 0x0FA7
4 1 0100000|010|0111 0x1027
6 0 0100101|010|0000 0x12A0
6 1 0100110|011|0000 0x1330
6 2 0100111|111|0001 0x13F1
7 0 0101011|010|0111 0x15A7
BX = 110 Event : 7
1 0 0010111|001|0010 0x0B92
3 0 0000001|001|0001 0x0091
3 1 0000010|011|0010 0x0132
3 2 0000011|111|0100 0x01F4
4 0 0000101|111|0010 0x02F2
4 1 0000111|010|0011 0x03A3
4 2 0001000|010|0100 0x0424
BX = 111 Event : 8
1 0 0101110|110|0110 0x1766
1 1 0101111|100|0110 0x17C6
3 0 0000010|101|0010 0x0152
4 0 0000101|110|0000 0x02E0
4 1 0001000|001|0001 0x0411
4 2 0001010|110|0101 0x0565
5 0 0001100|110|0001 0x0661
5 1 0001111|110|0010 0x07E2
5 2 0010011|110|0100 0x09E4
6 0 0011011|101|0111 0x0DD7
7 0 0011100|100|0010 0x0E42
7 1 0011101|110|0100 0x0EE4
7 2 0011110|101|0100 0x0F54
BX = 000 Event : 9
0 0 0111100|001|0011 0x1E13
0 1 0111101|110|0011 0x1EE3
4 0 0001000|011|0101 0x0435
4 1 0001010|011|0110 0x0536
5 0 0001110|010|0001 0x0721
5 1 0010010|000|0001 0x0901
5 2 0010101|011|0100 0x0AB4
5 3 0010110|111|0101 0x0B75
5 4 0010111|111|0101 0x0BF5
5 5 0011000|000|0101 0x0C05
5 6 0011001|011|0110 0x0CB6
5 7 0011010|011|0110 0x0D36
5 8 0011011|110|0110 0x0DE6
6 0 0011111|110|0010 0x0FE2
6 1 0100000|110|0011 0x1063
6 2 0100100|100|0011 0x1243
7 0 0101001|110|0010 0x14E2
BX = 001 Event : 10
2 0 0101111|111|0101 0x17F5
2 1 0110001|111|0101 0x18F5
3 0 0000101|100|0010 0x02C2
4 0 0001010|101|0110 0x0556
5 0 0010001|100|0111 0x08C7
6 0 0010011|000|0001 0x0981
6 1 0010100|001|0001 0x0A11
BX = 010 Event : 11
0 0 0111101|100|0101 0x1EC5
1 0 1000000|010|0100 0x2024
2 0 1000100|000|0101 0x2205
3 0 0001011|110|0111 0x05E7
4 0 0001101|000|0000 0x0680
4 1 0010001|011|0001 0x08B1
4 2 0010100|110|0100 0x0A64
4 3 0010110|111|0101 0x0B75
4 4 0011001|100|0110 0x0CC6
6 0 0011111|101|0010 0x0FD2
7 0 0100001|001|0010 0x1092
7 1 0100010|001|0010 0x1112
BX = 011 Event : 12
0 0 0101111|110|0110 0x17E6
1 0 0110010|011|0000 0x1930
1 1 0110011|110|0010 0x19E2
1 2 0110101|010|0100 0x1AA4
2 0 0111010|000|0010 0x1D02
2 1 0111011|011|0101 0x1DB5
3 0 0000110|010|0101 0x0325
4 0 0001000|010|0101 0x0425
5 0 0010101|011|0100 0x0AB4
BX = 100 Event : 13
