BX = 000 Event : 1
3 0 0100110|101|0000 0x1350
3 1 0101001|110|0101 0x14E5
3 2 0101010|111|0111 0x1577
4 0 0101101|101|0011 0x16D3
5 0 0010101|101|0110 0x0AD6
7 0 0100001|011|0100 0x10B4
BX = 001 Event : 2
1 0 0110011|000|0101 0x1985
2 0 0100011|010|0111 0x11A7
2 1 0110101|011|0011 0x1AB3
3 0 0100110|110|0101 0x1365
3 1 0100111|100|0111 0x13C7
4 0 0101000|100|0010 0x1442
4 1 0101001|111|0010 0x14F2
4 2 0101010|110|0011 0x1563
4 3 0101100|010|0111 0x1627
5 0 0010010|111|0101 0x0975
5 1 0010100|110|0110 0x0A66
5 2 0010101|111|0110 0x0AF6
5 3 0101101|011|0000 0x16B0
6 0 0011001|010|0011 0x0CA3
BX = 010 Event : 3
3 0 0011111|101|0010 0x0FD2
BX = 011 Event : 4
0 0 0101010|101|0111 0x1557
1 0 0101011|101|0000 0x15D0
1 1 0101100|101|0000 0x1650
2 0 0110100|110|0011 0x1A63
2 1 0110101|110|0100 0x1AE4
2 2 0110111|011|0110 0x1BB6
3 0 0011111|011|0110 0x0FB6
5 0 0001010|010|0001 0x0521
6 0 0010110|101|0001 0x0B51
BX = 100 Event : 5
0 0 0110011|011|0000 0x19B0
2 0 0111011|100|0001 0x1DC1
3 0 0101100|011|0011 0x1633
4 0 0101111|110|0010 0x17E2
5 0 0010011|000|0001 0x0981
5 1 0010100|011|0010 0x0A32
5 2 0010101|011|0100 0x0AB4
5 3 0011001|101|0110 0x0CD6
6 0 0011101|110|0001 0x0EE1
6 1 0100001|000|0010 0x1082
6 2 0100010|000|0010 0x1102
6 3 0101000|001|0111 0x1417
BX = 101 Event : 6
1 0 0111011|010|0101 0x1DA5
2 0 0111101|111|0000 0x1EF0
2 1 1000100|011|0110 0x2236
3 0 0101100|000|0000 0x1600
5 0 0100011|001|0111 0x1197
6 0 0100100|001|0000 0x1210
BX = 110 Event : 7
2 0 0011011|010|0110 0x0DA6
4 0 0010100|111|0010 0x0A72
7 0 0001101|110|0100 0x06E4
7 1 0001110|100|0100 0x0744
BX = 111 Event : 8
0 0 0101000|010|0000 0x1420
1 0 0101010|010|0010 0x1522
3 0 0100011|100|0111 0x11C7
3 1 0100100|011|0111 0x1237
4 0 0100111|000|0110 0x1386
5 0 0001101|100|0011 0x06C3
5 1 0001110|111|0011 0x0773
6 0 0011000|001|0001 0x0C11
BX = 000 Event : 9
1 0 1000000|011|0101 0x2035
1 1 1000001|010|0101 0x20A5
1 2 1000010|100|0110 0x2146
3 0 0101110|010|0011 0x1723
3 1 0110000|100|0111 0x1847
4 0 0110001|101|0010 0x18D2
4 1 0110010|100|0110 0x1946
5 0 0110100|011|0000 0x1A30
6 0 0011110|000|0001 0x0F01
BX = 001 Event : 10
0 0 0100111|101|0000 0x13D0
1 0 0101011|100|0100 0x15C4
2 0 0101101|111|0100 0x16F4
3 0 0100000|110|0000 0x1060
3 1 0100001|111|0000 0x10F0
3 2 0100010|100|0101 0x1145
4 0 0100101|101|0001 0x12D1
4 1 0100110|100|0101 0x1345
BX = 010 Event : 11
0 0 0110100|101|0000 0x1A50
0 1 0110101|000|0000 0x1A80
0 2 0110110|000|0000 0x1B00
0 3 0110111|101|0000 0x1BD0
0 4 0111001|010|0011 0x1CA3
0 5 0111011|100|0101 0x1DC5
0 6 0111100|011|0101 0x1E35
2 0 0100111|011|0111 0x13B7
2 1 0101000|011|0111 0x1437
2 2 1000011|010|0010 0x21A2
3 0 0101010|000|0001 0x1501
3 1 0101011|011|0011 0x15B3
3 2 0101100|000|0011 0x1603
3 3 0101101|011|0101 0x16B5
BX = 011 Event : 12
0 0 0101010|110|0010 0x1562
0 1 0101100|010|0101 0x1625
3 0 0011111|111|0011 0x0FF3
3 1 0100000|111|0011 0x1073
3 2 0100001|110|0100 0x10E4
