BX = 000 Event : 1
2 0 0101111|010|000|101 0x5E85
5 0 0001101|001|000|001 0x1A41
5 1 0001110|010|011|101 0x1C9D
6 0 0011011|010|001|101 0x368D
BX = 001 Event : 2
1 0 0011110|010|010|010 0x3C92
1 1 0100010|001|001|110 0x444E
2 0 0100101|001|000|010 0x4A42
3 0 0101101|000|010|001 0x5A11
3 1 0101111|000|001|010 0x5E0A
3 2 0110100|000|010|101 0x6815
3 3 0110110|001|010|111 0x6C57
BX = 010 Event : 3
3 0 0100101|001|011|011 0x4A5B
4 0 0101000|000|011|100 0x501C
7 0 0010010|000|010|011 0x2413
BX = 011 Event : 4
1 0 0111011|010|000|011 0x7683
1 1 0111111|001|000|100 0x7E44
3 0 1011100|001|001|100 0xB84C
3 1 1011101|001|010|101 0xBA55
3 2 1011110|001|011|110 0xBC5E
4 0 1100001|000|001|100 0xC20C
5 0 0010001|011|001|001 0x22C9
7 0 0110011|000|001|011 0x660B
BX = 100 Event : 5
2 0 0110001|001|000|010 0x6242
3 0 0111100|000|011|100 0x781C
4 0 0111111|010|001|100 0x7E8C
5 0 0010100|010|001|101 0x288D
5 1 0010101|010|000|101 0x2A85
7 0 0011101|010|011|010 0x3A9A
BX = 101 Event : 6
2 0 0101111|011|001|111 0x5ECF
3 0 0110011|000|000|001 0x6601
4 0 0010100|000|001|111 0x280F
BX = 110 Event : 7
0 0 0100110|001|001|110 0x4C4E
3 0 0110101|000|000|010 0x6A02
3 1 0110110|000|000|010 0x6C02
5 0 0001001|000|011|010 0x121A
6 0 0010110|001|011|101 0x2C5D
6 1 0010111|010|010|101 0x2E95
BX = 111 Event : 8
3 0 0100001|000|010|010 0x4212
BX = 000 Event : 9
2 0 1000010|001|010|111 0x8457
3 0 1000110|001|011|010 0x8C5A
3 1 1001011|010|010|111 0x9697
BX = 001 Event : 10
2 0 0011110|010|010|010 0x3C92
5 0 0000101|010|001|000 0x0A88
